ลำดับที่,จังหวัด,อำเภอ,ประเภท,ชื่อ
4264,เพชรบูรณ์,หนองไผ่,องค์การบริหารส่วนตำบล,ท่าแดง
4265,เพชรบูรณ์,หนองไผ่,องค์การบริหารส่วนตำบล,เพชรละคร
4266,เพชรบูรณ์,หนองไผ่,องค์การบริหารส่วนตำบล,ยางงาม
4267,เพชรบูรณ์,หนองไผ่,องค์การบริหารส่วนตำบล,วังท่าดี
4268,เพชรบูรณ์,หนองไผ่,องค์การบริหารส่วนตำบล,วังโบสถ์
4269,เพชรบูรณ์,หนองไผ่,องค์การบริหารส่วนตำบล,หนองไผ่
4270,เพชรบูรณ์,หนองไผ่,องค์การบริหารส่วนตำบล,ห้วยโป่ง
4271,เพชรบูรณ์,หล่มเก่า,องค์การบริหารส่วนตำบล,ตาดกลอย
4272,เพชรบูรณ์,หล่มเก่า,องค์การบริหารส่วนตำบล,นาเกาะ
4273,เพชรบูรณ์,หล่มเก่า,องค์การบริหารส่วนตำบล,นาซำ
4274,เพชรบูรณ์,หล่มเก่า,องค์การบริหารส่วนตำบล,นาแซง
4275,เพชรบูรณ์,หล่มเก่า,องค์การบริหารส่วนตำบล,บ้านเนิน
4276,เพชรบูรณ์,หล่มเก่า,องค์การบริหารส่วนตำบล,วังบาล
4277,เพชรบูรณ์,หล่มเก่า,องค์การบริหารส่วนตำบล,ศิลา
4278,เพชรบูรณ์,หล่มเก่า,องค์การบริหารส่วนตำบล,หล่มเก่า
4279,เพชรบูรณ์,หล่มเก่า,องค์การบริหารส่วนตำบล,หินฮาว
4280,เพชรบูรณ์,หล่มสัก,องค์การบริหารส่วนตำบล,ช้างตะลูด
4281,เพชรบูรณ์,หล่มสัก,องค์การบริหารส่วนตำบล,ท่าอิบุญ
4282,เพชรบูรณ์,หล่มสัก,องค์การบริหารส่วนตำบล,น้ำก้อ
4283,เพชรบูรณ์,หล่มสัก,องค์การบริหารส่วนตำบล,น้ำชุน
4284,เพชรบูรณ์,หล่มสัก,องค์การบริหารส่วนตำบล,บ้านกลาง
4285,เพชรบูรณ์,หล่มสัก,องค์การบริหารส่วนตำบล,บ้านติ้ว
4286,เพชรบูรณ์,หล่มสัก,องค์การบริหารส่วนตำบล,บ้านไร่
